CommonName,SciName2,Year,Count,CountPartyHour,Flags,PartyHours 
Glaucous Gull,Larus hyperboreus,2006,1,0.0137,,72.75
Glaucous Gull,Larus hyperboreus,2007,0,0,,46.75
Glaucous Gull,Larus hyperboreus,2008,0,0,,27
Glaucous Gull,Larus hyperboreus,2009,0,0,,42.75
Glaucous Gull,Larus hyperboreus,2010,0,0,,54.25
Glaucous Gull,Larus hyperboreus,2011,0,0,,49.6
Glaucous Gull,Larus hyperboreus,2012,0,0,,54
Glaucous Gull,Larus hyperboreus,2013,0,0,,46.1
Glaucous Gull,Larus hyperboreus,2014,0,0,,60.25
Glaucous Gull,Larus hyperboreus,2015,0,0,,63.5
Glaucous Gull,Larus hyperboreus,2016,0,0,,47
Glaucous Gull,Larus hyperboreus,2017,0,0,,40.49
Glaucous Gull,Larus hyperboreus,2018,0,0,,38.4
Glaucous Gull,Larus hyperboreus,2019,1,0.0315,,31.78
Glaucous Gull,Larus hyperboreus,2020,0,0,,69.35
Golden-crowned Kinglet,Regulus satrapa,1933,16,0,,0
Golden-crowned Kinglet,Regulus satrapa,1934,6,0,,0
Golden-crowned Kinglet,Regulus satrapa,1935,9,0,,0
Golden-crowned Kinglet,Regulus satrapa,1936,48,0,,0
Golden-crowned Kinglet,Regulus satrapa,1937,27,0,,0
Golden-crowned Kinglet,Regulus satrapa,1938,23,0.902,,25.5
Golden-crowned Kinglet,Regulus satrapa,1940,4,0,,0
Golden-crowned Kinglet,Regulus satrapa,1941,9,0.3462,,26
Golden-crowned Kinglet,Regulus satrapa,1943,9,0.2571,,35
Golden-crowned Kinglet,Regulus satrapa,1945,1,0.0313,,32
Golden-crowned Kinglet,Regulus satrapa,1946,2,0.0625,,32
Golden-crowned Kinglet,Regulus satrapa,1949,2,0,,0
Golden-crowned Kinglet,Regulus satrapa,1950,10,0.5263,,19
Golden-crowned Kinglet,Regulus satrapa,1951,3,0.3333,,9
Golden-crowned Kinglet,Regulus satrapa,1954,8,0.1569,,51
Golden-crowned Kinglet,Regulus satrapa,1955,1,0.0182,,55
Golden-crowned Kinglet,Regulus satrapa,1957,2,0.0476,,42
Golden-crowned Kinglet,Regulus satrapa,1958,0,0,,59
Golden-crowned Kinglet,Regulus satrapa,1959,4,0.0741,,54
Golden-crowned Kinglet,Regulus satrapa,1960,7,0.1296,,54
Golden-crowned Kinglet,Regulus satrapa,1961,2,0.0417,,48
Golden-crowned Kinglet,Regulus satrapa,1962,1,0.0143,,70
Golden-crowned Kinglet,Regulus satrapa,1963,0,0,,56
Golden-crowned Kinglet,Regulus satrapa,1964,34,0.4857,,70
Golden-crowned Kinglet,Regulus satrapa,1965,10,0.1429,,70
Golden-crowned Kinglet,Regulus satrapa,1966,16,0.2712,,59
Golden-crowned Kinglet,Regulus satrapa,1967,7,0.0921,,76
Golden-crowned Kinglet,Regulus satrapa,1968,4,0.0952,,42
Golden-crowned Kinglet,Regulus satrapa,1969,11,0.1833,,60
Golden-crowned Kinglet,Regulus satrapa,1970,2,0.05,,40
Golden-crowned Kinglet,Regulus satrapa,1971,14,0.2373,,59
Golden-crowned Kinglet,Regulus satrapa,1972,25,0.2874,,87
Golden-crowned Kinglet,Regulus satrapa,1973,15,0.2206,,68
Golden-crowned Kinglet,Regulus satrapa,1974,78,0.963,,81
Golden-crowned Kinglet,Regulus satrapa,1975,14,0.2373,,59
Golden-crowned Kinglet,Regulus satrapa,1976,7,0.0545,,128.5
Golden-crowned Kinglet,Regulus satrapa,1977,2,0.0163,,123
Golden-crowned Kinglet,Regulus satrapa,1978,18,0.1475,,122
Golden-crowned Kinglet,Regulus satrapa,1979,66,0.5455,,121
Golden-crowned Kinglet,Regulus satrapa,1980,26,0.2222,,117
Golden-crowned Kinglet,Regulus satrapa,1981,35,0.2564,,136.5
Golden-crowned Kinglet,Regulus satrapa,1982,29,0.3118,,93
Golden-crowned Kinglet,Regulus satrapa,1983,12,0.12,,100
Golden-crowned Kinglet,Regulus satrapa,1984,30,0.5,,60
Golden-crowned Kinglet,Regulus satrapa,1985,22,0.4231,,52
Golden-crowned Kinglet,Regulus satrapa,1986,32,0.4638,,69
Golden-crowned Kinglet,Regulus satrapa,1987,17,0.3333,,51
Golden-crowned Kinglet,Regulus satrapa,1988,17,0.2931,,58
Golden-crowned Kinglet,Regulus satrapa,1989,23,0.8214,,28
Golden-crowned Kinglet,Regulus satrapa,1990,16,0.2936,,54.5
Golden-crowned Kinglet,Regulus satrapa,1991,25,0.4032,,62
Golden-crowned Kinglet,Regulus satrapa,1992,34,0.5667,,60
Golden-crowned Kinglet,Regulus satrapa,1993,10,0.1852,,54
Golden-crowned Kinglet,Regulus satrapa,1994,56,1.4359,,39
Golden-crowned Kinglet,Regulus satrapa,1995,27,0.6279,,43
Golden-crowned Kinglet,Regulus satrapa,1996,49,0.6343,,77.25
Golden-crowned Kinglet,Regulus satrapa,1997,63,0.8514,,74
Golden-crowned Kinglet,Regulus satrapa,1998,40,0.7583,,52.75
Golden-crowned Kinglet,Regulus satrapa,1999,15,0.4138,,36.25
Golden-crowned Kinglet,Regulus satrapa,2000,33,0.9296,,35.5
Golden-crowned Kinglet,Regulus satrapa,2002,56,1.2641,,44.3
Golden-crowned Kinglet,Regulus satrapa,2003,27,0.5967,,45.25
Golden-crowned Kinglet,Regulus satrapa,2004,25,0.8,,31.25
Golden-crowned Kinglet,Regulus satrapa,2005,15,0.5882,,25.5
Golden-crowned Kinglet,Regulus satrapa,2006,55,0.756,,72.75
Golden-crowned Kinglet,Regulus satrapa,2007,22,0.4706,,46.75
Golden-crowned Kinglet,Regulus satrapa,2008,9,0.3333,,27
Golden-crowned Kinglet,Regulus satrapa,2009,10,0.2339,,42.75
Golden-crowned Kinglet,Regulus satrapa,2010,13,0.2396,,54.25
Golden-crowned Kinglet,Regulus satrapa,2011,57,1.1492,,49.6
Golden-crowned Kinglet,Regulus satrapa,2012,23,0.4259,,54
Golden-crowned Kinglet,Regulus satrapa,2013,71,1.5401,,46.1
Golden-crowned Kinglet,Regulus satrapa,2014,31,0.5145,,60.25
Golden-crowned Kinglet,Regulus satrapa,2015,88,1.3858,,63.5
Golden-crowned Kinglet,Regulus satrapa,2016,14,0.2979,,47
Golden-crowned Kinglet,Regulus satrapa,2017,33,0.815,,40.49
Golden-crowned Kinglet,Regulus satrapa,2018,28,0.7292,,38.4
Golden-crowned Kinglet,Regulus satrapa,2019,16,0.5035,,31.78
Golden-crowned Kinglet,Regulus satrapa,2020,55,0.7931,,69.35
Gray Catbird,Dumetella carolinensis,1933,0,0,,0
Gray Catbird,Dumetella carolinensis,1934,0,0,,0
Gray Catbird,Dumetella carolinensis,1935,0,0,,0
Gray Catbird,Dumetella carolinensis,1936,0,0,,0
Gray Catbird,Dumetella carolinensis,1937,0,0,,0
Gray Catbird,Dumetella carolinensis,1938,0,0,,25.5
Gray Catbird,Dumetella carolinensis,1940,0,0,,0
Gray Catbird,Dumetella carolinensis,1941,0,0,,26
Gray Catbird,Dumetella carolinensis,1943,0,0,,35
Gray Catbird,Dumetella carolinensis,1945,0,0,,32
Gray Catbird,Dumetella carolinensis,1946,0,0,,32
Gray Catbird,Dumetella carolinensis,1949,0,0,,0
Gray Catbird,Dumetella carolinensis,1950,0,0,,19
Gray Catbird,Dumetella carolinensis,1951,0,0,,9
Gray Catbird,Dumetella carolinensis,1954,0,0,,51
Gray Catbird,Dumetella carolinensis,1955,0,0,,55
Gray Catbird,Dumetella carolinensis,1957,0,0,,42
Gray Catbird,Dumetella carolinensis,1958,0,0,,59
Gray Catbird,Dumetella carolinensis,1959,0,0,,54
Gray Catbird,Dumetella carolinensis,1960,0,0,,54
Gray Catbird,Dumetella carolinensis,1961,0,0,,48
Gray Catbird,Dumetella carolinensis,1962,0,0,,70
Gray Catbird,Dumetella carolinensis,1963,0,0,,56
Gray Catbird,Dumetella carolinensis,1964,0,0,,70
Gray Catbird,Dumetella carolinensis,1965,0,0,,70
Gray Catbird,Dumetella carolinensis,1966,1,0.0169,,59
Gray Catbird,Dumetella carolinensis,1967,0,0,,76
Gray Catbird,Dumetella carolinensis,1968,0,0,,42
Gray Catbird,Dumetella carolinensis,1969,1,0.0167,,60
Gray Catbird,Dumetella carolinensis,1970,0,0,,40
Gray Catbird,Dumetella carolinensis,1971,0,0,,59
Gray Catbird,Dumetella carolinensis,1972,0,0,,87
Gray Catbird,Dumetella carolinensis,1973,0,0,,68
Gray Catbird,Dumetella carolinensis,1974,0,0,,81
Gray Catbird,Dumetella carolinensis,1975,0,0,,59
Gray Catbird,Dumetella carolinensis,1976,0,0,,128.5
Gray Catbird,Dumetella carolinensis,1977,0,0,,123
Gray Catbird,Dumetella carolinensis,1978,0,0,,122
Gray Catbird,Dumetella carolinensis,1979,1,0.0083,,121
Gray Catbird,Dumetella carolinensis,1980,0,0,,117
Gray Catbird,Dumetella carolinensis,1981,0,0,,136.5
Gray Catbird,Dumetella carolinensis,1982,0,0,,93
Gray Catbird,Dumetella carolinensis,1983,0,0,,100
Gray Catbird,Dumetella carolinensis,1984,0,0,,60
Gray Catbird,Dumetella carolinensis,1985,1,0.0192,,52
Gray Catbird,Dumetella carolinensis,1986,0,0,,69
Gray Catbird,Dumetella carolinensis,1987,0,0,,51
Gray Catbird,Dumetella carolinensis,1988,0,0,,58
Gray Catbird,Dumetella carolinensis,1989,0,0,,28
Gray Catbird,Dumetella carolinensis,1990,0,0,,54.5
Gray Catbird,Dumetella carolinensis,1991,0,0,,62
Gray Catbird,Dumetella carolinensis,1992,0,0,,60
Gray Catbird,Dumetella carolinensis,1993,0,0,,54
Gray Catbird,Dumetella carolinensis,1994,0,0,,39
Gray Catbird,Dumetella carolinensis,1995,2,0.0465,,43
Gray Catbird,Dumetella carolinensis,1996,0,0,,77.25
Gray Catbird,Dumetella carolinensis,1997,0,0,,74
Gray Catbird,Dumetella carolinensis,1998,0,0,,52.75
Gray Catbird,Dumetella carolinensis,1999,0,0,,36.25
Gray Catbird,Dumetella carolinensis,2000,0,0,,35.5
Gray Catbird,Dumetella carolinensis,2002,0,0,,44.3
Gray Catbird,Dumetella carolinensis,2003,0,0,,45.25
Gray Catbird,Dumetella carolinensis,2004,0,0,,31.25
Gray Catbird,Dumetella carolinensis,2005,1,0.0392,,25.5
Gray Catbird,Dumetella carolinensis,2006,0,0,,72.75
Gray Catbird,Dumetella carolinensis,2007,0,0,,46.75
Gray Catbird,Dumetella carolinensis,2008,0,0,,27
Gray Catbird,Dumetella carolinensis,2009,0,0,,42.75
Gray Catbird,Dumetella carolinensis,2010,0,0,,54.25
Gray Catbird,Dumetella carolinensis,2011,0,0,,49.6
Gray Catbird,Dumetella carolinensis,2012,0,0,,54
Gray Catbird,Dumetella carolinensis,2013,0,0,,46.1
Gray Catbird,Dumetella carolinensis,2014,0,0,,60.25
Gray Catbird,Dumetella carolinensis,2015,0,0,,63.5
Gray Catbird,Dumetella carolinensis,2016,0,0,,47
Gray Catbird,Dumetella carolinensis,2017,0,0,,40.49
Gray Catbird,Dumetella carolinensis,2018,0,0,,38.4
Gray Catbird,Dumetella carolinensis,2019,0,0,,31.78
Gray Catbird,Dumetella carolinensis,2020,0,0,,69.35
Gray Jay,Perisoreus canadensis,1933,0,0,,0
Gray Jay,Perisoreus canadensis,1934,0,0,,0
Gray Jay,Perisoreus canadensis,1935,0,0,,0
Gray Jay,Perisoreus canadensis,1936,0,0,,0
Gray Jay,Perisoreus canadensis,1937,0,0,,0
Gray Jay,Perisoreus canadensis,1938,0,0,,25.5
Gray Jay,Perisoreus canadensis,1940,0,0,,0
Gray Jay,Perisoreus canadensis,1941,0,0,,26
Gray Jay,Perisoreus canadensis,1943,0,0,,35
Gray Jay,Perisoreus canadensis,1945,0,0,,32
Gray Jay,Perisoreus canadensis,1946,0,0,,32
Gray Jay,Perisoreus canadensis,1949,0,0,,0
Gray Jay,Perisoreus canadensis,1950,0,0,,19
Gray Jay,Perisoreus canadensis,1951,0,0,,9
Gray Jay,Perisoreus canadensis,1954,0,0,,51
Gray Jay,Perisoreus canadensis,1955,0,0,,55
Gray Jay,Perisoreus canadensis,1957,0,0,,42
Gray Jay,Perisoreus canadensis,1958,0,0,,59
Gray Jay,Perisoreus canadensis,1959,0,0,,54
Gray Jay,Perisoreus canadensis,1960,1,0.0185,,54
Gray Jay,Perisoreus canadensis,1961,0,0,,48
Gray Jay,Perisoreus canadensis,1962,0,0,,70
Gray Jay,Perisoreus canadensis,1963,4,0.0714,,56
Gray Jay,Perisoreus canadensis,1964,0,0,,70
Gray Jay,Perisoreus canadensis,1965,2,0.0286,,70
Gray Jay,Perisoreus canadensis,1966,0,0,,59
Gray Jay,Perisoreus canadensis,1967,0,0,,76
Gray Jay,Perisoreus canadensis,1968,2,0.0476,,42
Gray Jay,Perisoreus canadensis,1969,0,0,,60
Gray Jay,Perisoreus canadensis,1970,0,0,,40
Gray Jay,Perisoreus canadensis,1971,2,0.0339,,59
Gray Jay,Perisoreus canadensis,1972,5,0.0575,,87
Gray Jay,Perisoreus canadensis,1973,3,0.0441,,68
Gray Jay,Perisoreus canadensis,1974,0,0,,81
Gray Jay,Perisoreus canadensis,1975,2,0.0339,,59
Gray Jay,Perisoreus canadensis,1976,3,0.0233,,128.5
Gray Jay,Perisoreus canadensis,1977,0,0,,123
Gray Jay,Perisoreus canadensis,1978,0,0,,122
Gray Jay,Perisoreus canadensis,1979,0,0,,121
Gray Jay,Perisoreus canadensis,1980,1,0.0085,,117
Gray Jay,Perisoreus canadensis,1981,1,0.0073,,136.5
Gray Jay,Perisoreus canadensis,1982,2,0.0215,,93
Gray Jay,Perisoreus canadensis,1983,0,0,,100
Gray Jay,Perisoreus canadensis,1984,0,0,,60
Gray Jay,Perisoreus canadensis,1985,2,0.0385,,52
Gray Jay,Perisoreus canadensis,1986,0,0,,69
Gray Jay,Perisoreus canadensis,1987,0,0,,51
Gray Jay,Perisoreus canadensis,1988,0,0,,58
Gray Jay,Perisoreus canadensis,1989,0,0,,28
Gray Jay,Perisoreus canadensis,1990,0,0,,54.5
Gray Jay,Perisoreus canadensis,1991,0,0,,62
Gray Jay,Perisoreus canadensis,1992,1,0.0167,,60
Gray Jay,Perisoreus canadensis,1993,0,0,,54
Gray Jay,Perisoreus canadensis,1994,0,0,,39
Gray Jay,Perisoreus canadensis,1995,0,0,,43
Gray Jay,Perisoreus canadensis,1996,0,0,,77.25
Gray Jay,Perisoreus canadensis,1997,0,0,,74
Gray Jay,Perisoreus canadensis,1998,1,0.019,,52.75
Gray Jay,Perisoreus canadensis,1999,1,0.0276,,36.25
Gray Jay,Perisoreus canadensis,2000,1,0.0282,,35.5
Gray Jay,Perisoreus canadensis,2002,0,0,,44.3
Gray Jay,Perisoreus canadensis,2003,0,0,,45.25
Gray Jay,Perisoreus canadensis,2004,0,0,,31.25
Gray Jay,Perisoreus canadensis,2005,0,0,,25.5
Gray Jay,Perisoreus canadensis,2006,0,0,,72.75
Gray Jay,Perisoreus canadensis,2007,0,0,,46.75
Gray Jay,Perisoreus canadensis,2008,0,0,,27
Gray Jay,Perisoreus canadensis,2009,0,0,,42.75
Gray Jay,Perisoreus canadensis,2010,0,0,,54.25
Gray Jay,Perisoreus canadensis,2011,0,0,,49.6
Gray Jay,Perisoreus canadensis,2012,0,0,,54
Gray Jay,Perisoreus canadensis,2013,3,0.0651,,46.1
Gray Jay,Perisoreus canadensis,2014,0,0,,60.25
Gray Jay,Perisoreus canadensis,2015,0,0,,63.5
Gray Jay,Perisoreus canadensis,2016,0,0,,47
Gray Jay,Perisoreus canadensis,2017,0,0,,40.49
Gray Jay,Perisoreus canadensis,2018,0,0,,38.4
Gray Jay,Perisoreus canadensis,2019,0,0,,31.78
Gray Jay,Perisoreus canadensis,2020,0,0,,69.35
Great Black-backed Gull,Larus marinus,1933,0,0,,0
Great Black-backed Gull,Larus marinus,1934,2,0,,0
Great Black-backed Gull,Larus marinus,1935,3,0,,0
Great Black-backed Gull,Larus marinus,1936,5,0,,0
Great Black-backed Gull,Larus marinus,1937,3,0,,0
Great Black-backed Gull,Larus marinus,1938,5,0.1961,,25.5
Great Black-backed Gull,Larus marinus,1940,1,0,,0
Great Black-backed Gull,Larus marinus,1941,9,0.3462,,26
Great Black-backed Gull,Larus marinus,1943,1,0.0286,,35
Great Black-backed Gull,Larus marinus,1945,14,0.4375,,32
Great Black-backed Gull,Larus marinus,1946,5,0.1563,,32
Great Black-backed Gull,Larus marinus,1949,2,0,,0
Great Black-backed Gull,Larus marinus,1950,8,0.4211,,19
Great Black-backed Gull,Larus marinus,1951,5,0.5556,,9
Great Black-backed Gull,Larus marinus,1954,49,0.9608,,51
Great Black-backed Gull,Larus marinus,1955,6,0.1091,,55
Great Black-backed Gull,Larus marinus,1957,57,1.3571,,42
Great Black-backed Gull,Larus marinus,1958,28,0.4746,,59
Great Black-backed Gull,Larus marinus,1959,65,1.2037,,54
Great Black-backed Gull,Larus marinus,1960,49,0.9074,,54
Great Black-backed Gull,Larus marinus,1961,102,2.125,,48
Great Black-backed Gull,Larus marinus,1962,100,1.4286,,70
Great Black-backed Gull,Larus marinus,1963,31,0.5536,,56
Great Black-backed Gull,Larus marinus,1964,31,0.4429,,70
Great Black-backed Gull,Larus marinus,1965,110,1.5714,,70
Great Black-backed Gull,Larus marinus,1966,130,2.2034,,59
Great Black-backed Gull,Larus marinus,1967,73,0.9605,,76
Great Black-backed Gull,Larus marinus,1968,21,0.5,,42
Great Black-backed Gull,Larus marinus,1969,220,3.6667,,60
Great Black-backed Gull,Larus marinus,1970,86,2.15,,40
Great Black-backed Gull,Larus marinus,1971,58,0.9831,,59
Great Black-backed Gull,Larus marinus,1972,224,2.5747,,87
Great Black-backed Gull,Larus marinus,1973,140,2.0588,,68
Great Black-backed Gull,Larus marinus,1974,156,1.9259,,81
Great Black-backed Gull,Larus marinus,1975,207,3.5085,,59
Great Black-backed Gull,Larus marinus,1976,85,0.6615,,128.5
Great Black-backed Gull,Larus marinus,1977,149,1.2114,,123
Great Black-backed Gull,Larus marinus,1978,201,1.6475,,122
Great Black-backed Gull,Larus marinus,1979,165,1.3636,,121
Great Black-backed Gull,Larus marinus,1980,277,2.3675,,117
Great Black-backed Gull,Larus marinus,1981,181,1.326,,136.5
Great Black-backed Gull,Larus marinus,1982,178,1.914,,93
Great Black-backed Gull,Larus marinus,1983,120,1.2,,100
Great Black-backed Gull,Larus marinus,1984,100,1.6667,,60
Great Black-backed Gull,Larus marinus,1985,80,1.5385,,52
Great Black-backed Gull,Larus marinus,1986,45,0.6522,,69
Great Black-backed Gull,Larus marinus,1987,54,1.0588,,51
Great Black-backed Gull,Larus marinus,1988,42,0.7241,,58
Great Black-backed Gull,Larus marinus,1989,268,9.5714,,28
Great Black-backed Gull,Larus marinus,1990,78,1.4312,,54.5
Great Black-backed Gull,Larus marinus,1991,75,1.2097,,62
Great Black-backed Gull,Larus marinus,1992,49,0.8167,,60
Great Black-backed Gull,Larus marinus,1993,62,1.1481,,54
Great Black-backed Gull,Larus marinus,1994,22,0.5641,,39
Great Black-backed Gull,Larus marinus,1995,44,1.0233,,43
Great Black-backed Gull,Larus marinus,1996,48,0.6214,,77.25
Great Black-backed Gull,Larus marinus,1997,51,0.6892,,74
Great Black-backed Gull,Larus marinus,1998,35,0.6635,,52.75
Great Black-backed Gull,Larus marinus,1999,28,0.7724,,36.25
Great Black-backed Gull,Larus marinus,2000,39,1.0986,,35.5
Great Black-backed Gull,Larus marinus,2002,102,2.3025,,44.3
Great Black-backed Gull,Larus marinus,2003,118,2.6077,,45.25
Great Black-backed Gull,Larus marinus,2004,45,1.44,,31.25
Great Black-backed Gull,Larus marinus,2005,67,2.6275,,25.5
Great Black-backed Gull,Larus marinus,2006,82,1.1271,,72.75
Great Black-backed Gull,Larus marinus,2007,17,0.3636,,46.75
Great Black-backed Gull,Larus marinus,2008,32,1.1852,,27
Great Black-backed Gull,Larus marinus,2009,3,0.0702,,42.75
Great Black-backed Gull,Larus marinus,2010,27,0.4977,,54.25
Great Black-backed Gull,Larus marinus,2011,37,0.746,,49.6
Great Black-backed Gull,Larus marinus,2012,31,0.5741,,54
Great Black-backed Gull,Larus marinus,2013,23,0.4989,,46.1
Great Black-backed Gull,Larus marinus,2014,59,0.9793,"LC,",60.25
Great Black-backed Gull,Larus marinus,2015,24,0.378,,63.5
Great Black-backed Gull,Larus marinus,2016,41,0.8723,,47
Great Black-backed Gull,Larus marinus,2017,25,0.6174,,40.49
Great Black-backed Gull,Larus marinus,2018,38,0.9896,,38.4
Great Black-backed Gull,Larus marinus,2019,93,2.9264,,31.78
Great Black-backed Gull,Larus marinus,2020,47,0.6777,,69.35
Great Blue Heron,Ardea herodias [herodias Group,1933,0,0,,0
Great Blue Heron,Ardea herodias [herodias Group,1934,0,0,,0
Great Blue Heron,Ardea herodias [herodias Group,1935,0,0,,0
Great Blue Heron,Ardea herodias [herodias Group,1936,0,0,,0
Great Blue Heron,Ardea herodias [herodias Group,1937,0,0,,0
Great Blue Heron,Ardea herodias [herodias Group,1938,0,0,,25.5
Great Blue Heron,Ardea herodias [herodias Group,1940,0,0,,0
Great Blue Heron,Ardea herodias [herodias Group,1941,0,0,,26
Great Blue Heron,Ardea herodias [herodias Group,1943,0,0,,35
Great Blue Heron,Ardea herodias [herodias Group,1945,0,0,,32
Great Blue Heron,Ardea herodias [herodias Group,1946,0,0,,32
Great Blue Heron,Ardea herodias [herodias Group,1949,0,0,,0
Great Blue Heron,Ardea herodias [herodias Group,1950,0,0,,19
Great Blue Heron,Ardea herodias [herodias Group,1951,0,0,,9
Great Blue Heron,Ardea herodias [herodias Group,1954,0,0,,51
Great Blue Heron,Ardea herodias [herodias Group,1955,0,0,,55
Great Blue Heron,Ardea herodias [herodias Group,1957,0,0,,42
Great Blue Heron,Ardea herodias [herodias Group,1958,0,0,,59
Great Blue Heron,Ardea herodias [herodias Group,1959,0,0,,54
Great Blue Heron,Ardea herodias [herodias Group,1960,0,0,,54
Great Blue Heron,Ardea herodias [herodias Group,1961,0,0,,48
Great Blue Heron,Ardea herodias [herodias Group,1962,0,0,,70
Great Blue Heron,Ardea herodias [herodias Group,1963,1,0.0179,,56
Great Blue Heron,Ardea herodias [herodias Group,1964,0,0,,70
Great Blue Heron,Ardea herodias [herodias Group,1965,0,0,,70
Great Blue Heron,Ardea herodias [herodias Group,1966,0,0,,59
Great Blue Heron,Ardea herodias [herodias Group,1967,0,0,,76
Great Blue Heron,Ardea herodias [herodias Group,1968,0,0,,42
Great Blue Heron,Ardea herodias [herodias Group,1969,1,0.0167,,60
Great Blue Heron,Ardea herodias [herodias Group,1970,0,0,,40
Great Blue Heron,Ardea herodias [herodias Group,1971,0,0,,59
Great Blue Heron,Ardea herodias [herodias Group,1972,0,0,,87
Great Blue Heron,Ardea herodias [herodias Group,1973,3,0.0441,,68
Great Blue Heron,Ardea herodias [herodias Group,1974,0,0,,81
Great Blue Heron,Ardea herodias [herodias Group,1975,0,0,,59
Great Blue Heron,Ardea herodias [herodias Group,1976,0,0,,128.5
Great Blue Heron,Ardea herodias [herodias Group,1977,0,0,,123
Great Blue Heron,Ardea herodias [herodias Group,1978,0,0,,122
Great Blue Heron,Ardea herodias [herodias Group,1979,0,0,,121
Great Blue Heron,Ardea herodias [herodias Group,1980,0,0,,117
Great Blue Heron,Ardea herodias [herodias Group,1981,1,0.0073,,136.5
Great Blue Heron,Ardea herodias [herodias Group,1982,0,0,,93
Great Blue Heron,Ardea herodias [herodias Group,1983,0,0,,100
Great Blue Heron,Ardea herodias [herodias Group,1984,2,0.0333,,60
Great Blue Heron,Ardea herodias [herodias Group,1985,0,0,,52
Great Blue Heron,Ardea herodias [herodias Group,1986,0,0,,69
Great Blue Heron,Ardea herodias [herodias Group,1987,0,0,,51
Great Blue Heron,Ardea herodias [herodias Group,1988,1,0.0172,,58
Great Blue Heron,Ardea herodias [herodias Group,1989,0,0,,28
Great Blue Heron,Ardea herodias [herodias Group,1990,0,0,,54.5
Great Blue Heron,Ardea herodias [herodias Group,1991,3,0.0484,,62
Great Blue Heron,Ardea herodias [herodias Group,1992,0,0,,60
Great Blue Heron,Ardea herodias [herodias Group,1993,0,0,,54
Great Blue Heron,Ardea herodias [herodias Group,1994,0,0,,39
Great Blue Heron,Ardea herodias [herodias Group,1995,0,0,,43
Great Blue Heron,Ardea herodias [herodias Group,1996,0,0,,77.25
Great Blue Heron,Ardea herodias [herodias Group,1997,0,0,,74
Great Blue Heron,Ardea herodias [herodias Group,1998,0,0,,52.75
Great Blue Heron,Ardea herodias [herodias Group,1999,1,0.0276,,36.25
Great Blue Heron,Ardea herodias [herodias Group,2000,0,0,,35.5
Great Blue Heron,Ardea herodias [herodias Group,2002,0,0,,44.3
Great Blue Heron,Ardea herodias [herodias Group,2003,0,0,,45.25
Great Blue Heron,Ardea herodias [herodias Group,2004,0,0,,31.25
Great Blue Heron,Ardea herodias [herodias Group,2005,0,0,,25.5
Great Blue Heron,Ardea herodias [herodias Group,2006,1,0.0137,,72.75
Great Blue Heron,Ardea herodias [herodias Group,2007,0,0,,46.75
Great Blue Heron,Ardea herodias [herodias Group,2008,0,0,,27
Great Blue Heron,Ardea herodias [herodias Group,2009,0,0,,42.75
Great Blue Heron,Ardea herodias [herodias Group,2010,0,0,,54.25
Great Blue Heron,Ardea herodias [herodias Group,2011,0,0,,49.6
Great Blue Heron,Ardea herodias [herodias Group,2012,1,0.0185,,54
Great Blue Heron,Ardea herodias [herodias Group,2013,0,0,,46.1
Great Blue Heron,Ardea herodias [herodias Group,2014,0,0,,60.25
Great Blue Heron,Ardea herodias [herodias Group,2015,0,0,,63.5
Great Blue Heron,Ardea herodias [herodias Group,2016,0,0,,47
Great Blue Heron,Ardea herodias [herodias Group,2017,0,0,,40.49
Great Blue Heron,Ardea herodias [herodias Group,2018,0,0,,38.4
Great Blue Heron,Ardea herodias [herodias Group,2019,0,0,,31.78
Great Blue Heron,Ardea herodias [herodias Group,2020,0,0,,69.35
Great Cormorant,Phalacrocorax carbo,1933,0,0,,0
Great Cormorant,Phalacrocorax carbo,1934,6,0,,0
Great Cormorant,Phalacrocorax carbo,1935,0,0,,0
Great Cormorant,Phalacrocorax carbo,1936,91,0,,0
Great Cormorant,Phalacrocorax carbo,1937,34,0,,0
Great Cormorant,Phalacrocorax carbo,1938,0,0,,25.5
Great Cormorant,Phalacrocorax carbo,1940,15,0,,0
Great Cormorant,Phalacrocorax carbo,1941,45,1.7308,,26
Great Cormorant,Phalacrocorax carbo,1943,13,0.3714,,35
Great Cormorant,Phalacrocorax carbo,1945,17,0.5313,,32
Great Cormorant,Phalacrocorax carbo,1946,13,0.4063,,32
Great Cormorant,Phalacrocorax carbo,1949,3,0,,0
Great Cormorant,Phalacrocorax carbo,1950,1,0.0526,,19
Great Cormorant,Phalacrocorax carbo,1951,7,0.7778,,9
Great Cormorant,Phalacrocorax carbo,1954,99,1.9412,,51
Great Cormorant,Phalacrocorax carbo,1955,85,1.5455,,55
Great Cormorant,Phalacrocorax carbo,1957,61,1.4524,,42
Great Cormorant,Phalacrocorax carbo,1958,18,0.3051,,59
Great Cormorant,Phalacrocorax carbo,1959,39,0.7222,,54
Great Cormorant,Phalacrocorax carbo,1960,28,0.5185,,54
Great Cormorant,Phalacrocorax carbo,1961,70,1.4583,,48
Great Cormorant,Phalacrocorax carbo,1962,31,0.4429,,70
Great Cormorant,Phalacrocorax carbo,1963,54,0.9643,,56
Great Cormorant,Phalacrocorax carbo,1964,7,0.1,,70
Great Cormorant,Phalacrocorax carbo,1965,39,0.5571,,70
Great Cormorant,Phalacrocorax carbo,1966,28,0.4746,,59
Great Cormorant,Phalacrocorax carbo,1967,17,0.2237,,76
