CommonName,SciName2,Year,Count,CountPartyHour,Flags,PartyHours 
Bufflehead,Bucephala albeola,1968,230,5.4762,,42
Bufflehead,Bucephala albeola,1969,530,8.8333,,60
Bufflehead,Bucephala albeola,1970,560,14,,40
Bufflehead,Bucephala albeola,1971,370,6.2712,,59
Bufflehead,Bucephala albeola,1972,333,3.8276,,87
Bufflehead,Bucephala albeola,1973,373,5.4853,,68
Bufflehead,Bucephala albeola,1974,656,8.0988,,81
Bufflehead,Bucephala albeola,1975,401,6.7966,,59
Bufflehead,Bucephala albeola,1976,301,2.3424,,128.5
Bufflehead,Bucephala albeola,1977,448,3.6423,,123
Bufflehead,Bucephala albeola,1978,439,3.5984,,122
Bufflehead,Bucephala albeola,1979,444,3.6694,,121
Bufflehead,Bucephala albeola,1980,233,1.9915,,117
Bufflehead,Bucephala albeola,1981,475,3.4799,,136.5
Bufflehead,Bucephala albeola,1982,347,3.7312,,93
Bufflehead,Bucephala albeola,1983,278,2.78,,100
Bufflehead,Bucephala albeola,1984,225,3.75,,60
Bufflehead,Bucephala albeola,1985,173,3.3269,,52
Bufflehead,Bucephala albeola,1986,260,3.7681,,69
Bufflehead,Bucephala albeola,1987,236,4.6275,,51
Bufflehead,Bucephala albeola,1988,378,6.5172,,58
Bufflehead,Bucephala albeola,1989,96,3.4286,,28
Bufflehead,Bucephala albeola,1990,370,6.789,,54.5
Bufflehead,Bucephala albeola,1991,227,3.6613,,62
Bufflehead,Bucephala albeola,1992,264,4.4,,60
Bufflehead,Bucephala albeola,1993,300,5.5556,,54
Bufflehead,Bucephala albeola,1994,239,6.1282,,39
Bufflehead,Bucephala albeola,1995,120,2.7907,,43
Bufflehead,Bucephala albeola,1996,419,5.4239,,77.25
Bufflehead,Bucephala albeola,1997,562,7.5946,,74
Bufflehead,Bucephala albeola,1998,361,6.8436,,52.75
Bufflehead,Bucephala albeola,1999,406,11.2,,36.25
Bufflehead,Bucephala albeola,2000,313,8.8169,,35.5
Bufflehead,Bucephala albeola,2002,353,7.9684,,44.3
Bufflehead,Bucephala albeola,2003,325,7.1823,,45.25
Bufflehead,Bucephala albeola,2004,480,15.36,,31.25
Bufflehead,Bucephala albeola,2005,309,12.1176,,25.5
Bufflehead,Bucephala albeola,2006,553,7.6014,,72.75
Bufflehead,Bucephala albeola,2007,389,8.3209,,46.75
Bufflehead,Bucephala albeola,2008,436,16.1481,,27
Bufflehead,Bucephala albeola,2009,621,14.5263,,42.75
Bufflehead,Bucephala albeola,2010,421,7.7604,,54.25
Bufflehead,Bucephala albeola,2011,483,9.7379,,49.6
Bufflehead,Bucephala albeola,2012,390,7.2222,,54
Bufflehead,Bucephala albeola,2013,302,6.551,,46.1
Bufflehead,Bucephala albeola,2014,337,5.5934,,60.25
Bufflehead,Bucephala albeola,2015,336,5.2913,,63.5
Bufflehead,Bucephala albeola,2016,125,2.6596,,47
Bufflehead,Bucephala albeola,2017,395,9.7555,,40.49
Bufflehead,Bucephala albeola,2018,262,6.8229,,38.4
Bufflehead,Bucephala albeola,2019,71,2.2341,,31.78
Bufflehead,Bucephala albeola,2020,307,4.4268,,69.35
Canada Goose,Branta canadensis,1933,0,0,,0
Canada Goose,Branta canadensis,1934,2,0,,0
Canada Goose,Branta canadensis,1935,0,0,,0
Canada Goose,Branta canadensis,1936,0,0,,0
Canada Goose,Branta canadensis,1937,0,0,,0
Canada Goose,Branta canadensis,1938,0,0,,25.5
Canada Goose,Branta canadensis,1940,0,0,,0
Canada Goose,Branta canadensis,1941,0,0,,26
Canada Goose,Branta canadensis,1943,0,0,,35
Canada Goose,Branta canadensis,1945,0,0,,32
Canada Goose,Branta canadensis,1946,0,0,,32
Canada Goose,Branta canadensis,1949,0,0,,0
Canada Goose,Branta canadensis,1950,0,0,,19
Canada Goose,Branta canadensis,1951,0,0,,9
Canada Goose,Branta canadensis,1954,25,0.4902,,51
Canada Goose,Branta canadensis,1955,0,0,,55
Canada Goose,Branta canadensis,1957,0,0,,42
Canada Goose,Branta canadensis,1958,0,0,,59
Canada Goose,Branta canadensis,1959,0,0,,54
Canada Goose,Branta canadensis,1960,15,0.2778,,54
Canada Goose,Branta canadensis,1961,1,0.0208,,48
Canada Goose,Branta canadensis,1962,0,0,,70
Canada Goose,Branta canadensis,1963,0,0,,56
Canada Goose,Branta canadensis,1964,0,0,,70
Canada Goose,Branta canadensis,1965,0,0,,70
Canada Goose,Branta canadensis,1966,0,0,,59
Canada Goose,Branta canadensis,1967,0,0,,76
Canada Goose,Branta canadensis,1968,0,0,,42
Canada Goose,Branta canadensis,1969,0,0,,60
Canada Goose,Branta canadensis,1970,0,0,,40
Canada Goose,Branta canadensis,1971,3,0.0508,,59
Canada Goose,Branta canadensis,1972,0,0,,87
Canada Goose,Branta canadensis,1973,0,0,,68
Canada Goose,Branta canadensis,1974,2,0.0247,,81
Canada Goose,Branta canadensis,1975,25,0.4237,,59
Canada Goose,Branta canadensis,1976,37,0.2879,,128.5
Canada Goose,Branta canadensis,1977,1,0.0081,,123
Canada Goose,Branta canadensis,1978,63,0.5164,,122
Canada Goose,Branta canadensis,1979,134,1.1074,,121
Canada Goose,Branta canadensis,1980,9,0.0769,,117
Canada Goose,Branta canadensis,1981,27,0.1978,,136.5
Canada Goose,Branta canadensis,1982,8,0.086,,93
Canada Goose,Branta canadensis,1983,17,0.17,,100
Canada Goose,Branta canadensis,1984,204,3.4,,60
Canada Goose,Branta canadensis,1985,50,0.9615,,52
Canada Goose,Branta canadensis,1986,14,0.2029,,69
Canada Goose,Branta canadensis,1987,1,0.0196,,51
Canada Goose,Branta canadensis,1988,0,0,,58
Canada Goose,Branta canadensis,1989,0,0,,28
Canada Goose,Branta canadensis,1990,59,1.0826,,54.5
Canada Goose,Branta canadensis,1991,0,0,,62
Canada Goose,Branta canadensis,1992,16,0.2667,,60
Canada Goose,Branta canadensis,1993,77,1.4259,,54
Canada Goose,Branta canadensis,1994,0,0,,39
Canada Goose,Branta canadensis,1995,13,0.3023,,43
Canada Goose,Branta canadensis,1996,245,3.1715,,77.25
Canada Goose,Branta canadensis,1997,39,0.527,,74
Canada Goose,Branta canadensis,1998,405,7.6777,,52.75
Canada Goose,Branta canadensis,1999,389,10.731,,36.25
Canada Goose,Branta canadensis,2000,0,0,,35.5
Canada Goose,Branta canadensis,2002,38,0.8578,,44.3
Canada Goose,Branta canadensis,2003,1,0.0221,,45.25
Canada Goose,Branta canadensis,2004,0,0,,31.25
Canada Goose,Branta canadensis,2005,2,0.0784,,25.5
Canada Goose,Branta canadensis,2006,86,1.1821,,72.75
Canada Goose,Branta canadensis,2007,0,0,,46.75
Canada Goose,Branta canadensis,2008,111,4.1111,,27
Canada Goose,Branta canadensis,2009,6,0.1404,,42.75
Canada Goose,Branta canadensis,2010,70,1.2903,,54.25
Canada Goose,Branta canadensis,2011,91,1.8347,,49.6
Canada Goose,Branta canadensis,2012,220,4.0741,,54
Canada Goose,Branta canadensis,2013,39,0.846,,46.1
Canada Goose,Branta canadensis,2014,16,0.2656,,60.25
Canada Goose,Branta canadensis,2015,17,0.2677,,63.5
Canada Goose,Branta canadensis,2016,2,0.0426,,47
Canada Goose,Branta canadensis,2017,0,0,,40.49
Canada Goose,Branta canadensis,2018,0,0,,38.4
Canada Goose,Branta canadensis,2019,1,0.0315,,31.78
Canada Goose,Branta canadensis,2020,122,1.7592,,69.35
Carolina Wren,Thryothorus ludovicianus,1933,0,0,,0
Carolina Wren,Thryothorus ludovicianus,1934,0,0,,0
Carolina Wren,Thryothorus ludovicianus,1935,0,0,,0
Carolina Wren,Thryothorus ludovicianus,1936,0,0,,0
Carolina Wren,Thryothorus ludovicianus,1937,0,0,,0
Carolina Wren,Thryothorus ludovicianus,1938,0,0,,25.5
Carolina Wren,Thryothorus ludovicianus,1940,0,0,,0
Carolina Wren,Thryothorus ludovicianus,1941,0,0,,26
Carolina Wren,Thryothorus ludovicianus,1943,0,0,,35
Carolina Wren,Thryothorus ludovicianus,1945,0,0,,32
Carolina Wren,Thryothorus ludovicianus,1946,0,0,,32
Carolina Wren,Thryothorus ludovicianus,1949,0,0,,0
Carolina Wren,Thryothorus ludovicianus,1950,0,0,,19
Carolina Wren,Thryothorus ludovicianus,1951,0,0,,9
Carolina Wren,Thryothorus ludovicianus,1954,0,0,,51
Carolina Wren,Thryothorus ludovicianus,1955,0,0,,55
Carolina Wren,Thryothorus ludovicianus,1957,2,0.0476,,42
Carolina Wren,Thryothorus ludovicianus,1958,1,0.0169,,59
Carolina Wren,Thryothorus ludovicianus,1959,0,0,,54
Carolina Wren,Thryothorus ludovicianus,1960,0,0,,54
Carolina Wren,Thryothorus ludovicianus,1961,0,0,,48
Carolina Wren,Thryothorus ludovicianus,1962,0,0,,70
Carolina Wren,Thryothorus ludovicianus,1963,0,0,,56
Carolina Wren,Thryothorus ludovicianus,1964,0,0,,70
Carolina Wren,Thryothorus ludovicianus,1965,0,0,,70
Carolina Wren,Thryothorus ludovicianus,1966,0,0,,59
Carolina Wren,Thryothorus ludovicianus,1967,0,0,,76
Carolina Wren,Thryothorus ludovicianus,1968,0,0,,42
Carolina Wren,Thryothorus ludovicianus,1969,0,0,,60
Carolina Wren,Thryothorus ludovicianus,1970,0,0,,40
Carolina Wren,Thryothorus ludovicianus,1971,0,0,,59
Carolina Wren,Thryothorus ludovicianus,1972,0,0,,87
Carolina Wren,Thryothorus ludovicianus,1973,0,0,,68
Carolina Wren,Thryothorus ludovicianus,1974,0,0,,81
Carolina Wren,Thryothorus ludovicianus,1975,0,0,,59
Carolina Wren,Thryothorus ludovicianus,1976,0,0,,128.5
Carolina Wren,Thryothorus ludovicianus,1977,0,0,,123
Carolina Wren,Thryothorus ludovicianus,1978,0,0,,122
Carolina Wren,Thryothorus ludovicianus,1979,1,0.0083,,121
Carolina Wren,Thryothorus ludovicianus,1980,0,0,,117
Carolina Wren,Thryothorus ludovicianus,1981,0,0,,136.5
Carolina Wren,Thryothorus ludovicianus,1982,0,0,,93
Carolina Wren,Thryothorus ludovicianus,1983,0,0,,100
Carolina Wren,Thryothorus ludovicianus,1984,0,0,,60
Carolina Wren,Thryothorus ludovicianus,1985,0,0,,52
Carolina Wren,Thryothorus ludovicianus,1986,0,0,,69
Carolina Wren,Thryothorus ludovicianus,1987,0,0,,51
Carolina Wren,Thryothorus ludovicianus,1988,0,0,,58
Carolina Wren,Thryothorus ludovicianus,1989,0,0,,28
Carolina Wren,Thryothorus ludovicianus,1990,0,0,,54.5
Carolina Wren,Thryothorus ludovicianus,1991,0,0,,62
Carolina Wren,Thryothorus ludovicianus,1992,0,0,,60
Carolina Wren,Thryothorus ludovicianus,1993,1,0.0185,,54
Carolina Wren,Thryothorus ludovicianus,1994,0,0,,39
Carolina Wren,Thryothorus ludovicianus,1995,0,0,,43
Carolina Wren,Thryothorus ludovicianus,1996,0,0,,77.25
Carolina Wren,Thryothorus ludovicianus,1997,0,0,,74
Carolina Wren,Thryothorus ludovicianus,1998,0,0,,52.75
Carolina Wren,Thryothorus ludovicianus,1999,0,0,,36.25
Carolina Wren,Thryothorus ludovicianus,2000,0,0,,35.5
Carolina Wren,Thryothorus ludovicianus,2002,0,0,,44.3
Carolina Wren,Thryothorus ludovicianus,2003,0,0,,45.25
Carolina Wren,Thryothorus ludovicianus,2004,0,0,,31.25
Carolina Wren,Thryothorus ludovicianus,2005,0,0,,25.5
Carolina Wren,Thryothorus ludovicianus,2006,0,0,,72.75
Carolina Wren,Thryothorus ludovicianus,2007,0,0,,46.75
Carolina Wren,Thryothorus ludovicianus,2008,0,0,,27
Carolina Wren,Thryothorus ludovicianus,2009,0,0,,42.75
Carolina Wren,Thryothorus ludovicianus,2010,0,0,,54.25
Carolina Wren,Thryothorus ludovicianus,2011,0,0,,49.6
Carolina Wren,Thryothorus ludovicianus,2012,0,0,,54
Carolina Wren,Thryothorus ludovicianus,2013,0,0,,46.1
Carolina Wren,Thryothorus ludovicianus,2014,0,0,,60.25
Carolina Wren,Thryothorus ludovicianus,2015,0,0,,63.5
Carolina Wren,Thryothorus ludovicianus,2016,0,0,,47
Carolina Wren,Thryothorus ludovicianus,2017,0,0,,40.49
Carolina Wren,Thryothorus ludovicianus,2018,0,0,,38.4
Carolina Wren,Thryothorus ludovicianus,2019,0,0,,31.78
Carolina Wren,Thryothorus ludovicianus,2020,0,0,,69.35
Cedar Waxwing,Bombycilla cedrorum,1933,0,0,,0
Cedar Waxwing,Bombycilla cedrorum,1934,0,0,,0
Cedar Waxwing,Bombycilla cedrorum,1935,0,0,,0
Cedar Waxwing,Bombycilla cedrorum,1936,0,0,,0
Cedar Waxwing,Bombycilla cedrorum,1937,0,0,,0
Cedar Waxwing,Bombycilla cedrorum,1938,0,0,,25.5
Cedar Waxwing,Bombycilla cedrorum,1940,0,0,,0
Cedar Waxwing,Bombycilla cedrorum,1941,0,0,,26
Cedar Waxwing,Bombycilla cedrorum,1943,0,0,,35
Cedar Waxwing,Bombycilla cedrorum,1945,0,0,,32
Cedar Waxwing,Bombycilla cedrorum,1946,0,0,,32
Cedar Waxwing,Bombycilla cedrorum,1949,0,0,,0
Cedar Waxwing,Bombycilla cedrorum,1950,0,0,,19
Cedar Waxwing,Bombycilla cedrorum,1951,0,0,,9
Cedar Waxwing,Bombycilla cedrorum,1954,0,0,,51
Cedar Waxwing,Bombycilla cedrorum,1955,0,0,,55
Cedar Waxwing,Bombycilla cedrorum,1957,0,0,,42
Cedar Waxwing,Bombycilla cedrorum,1958,0,0,,59
Cedar Waxwing,Bombycilla cedrorum,1959,0,0,,54
Cedar Waxwing,Bombycilla cedrorum,1960,0,0,,54
Cedar Waxwing,Bombycilla cedrorum,1961,0,0,,48
Cedar Waxwing,Bombycilla cedrorum,1962,0,0,,70
Cedar Waxwing,Bombycilla cedrorum,1963,0,0,,56
Cedar Waxwing,Bombycilla cedrorum,1964,0,0,,70
Cedar Waxwing,Bombycilla cedrorum,1965,1,0.0143,,70
Cedar Waxwing,Bombycilla cedrorum,1966,15,0.2542,,59
Cedar Waxwing,Bombycilla cedrorum,1967,0,0,,76
Cedar Waxwing,Bombycilla cedrorum,1968,0,0,,42
Cedar Waxwing,Bombycilla cedrorum,1969,2,0.0333,,60
Cedar Waxwing,Bombycilla cedrorum,1970,0,0,,40
Cedar Waxwing,Bombycilla cedrorum,1971,0,0,,59
Cedar Waxwing,Bombycilla cedrorum,1972,0,0,,87
Cedar Waxwing,Bombycilla cedrorum,1973,0,0,,68
Cedar Waxwing,Bombycilla cedrorum,1974,0,0,,81
Cedar Waxwing,Bombycilla cedrorum,1975,0,0,,59
Cedar Waxwing,Bombycilla cedrorum,1976,0,0,,128.5
Cedar Waxwing,Bombycilla cedrorum,1977,0,0,,123
Cedar Waxwing,Bombycilla cedrorum,1978,0,0,,122
Cedar Waxwing,Bombycilla cedrorum,1979,0,0,,121
Cedar Waxwing,Bombycilla cedrorum,1980,0,0,,117
Cedar Waxwing,Bombycilla cedrorum,1981,0,0,,136.5
Cedar Waxwing,Bombycilla cedrorum,1982,0,0,,93
Cedar Waxwing,Bombycilla cedrorum,1983,0,0,,100
Cedar Waxwing,Bombycilla cedrorum,1984,8,0.1333,,60
Cedar Waxwing,Bombycilla cedrorum,1985,0,0,,52
Cedar Waxwing,Bombycilla cedrorum,1986,1,0.0145,,69
Cedar Waxwing,Bombycilla cedrorum,1987,0,0,,51
Cedar Waxwing,Bombycilla cedrorum,1988,20,0.3448,,58
Cedar Waxwing,Bombycilla cedrorum,1989,0,0,,28
Cedar Waxwing,Bombycilla cedrorum,1990,0,0,,54.5
Cedar Waxwing,Bombycilla cedrorum,1991,0,0,,62
Cedar Waxwing,Bombycilla cedrorum,1992,0,0,,60
Cedar Waxwing,Bombycilla cedrorum,1993,30,0.5556,,54
Cedar Waxwing,Bombycilla cedrorum,1994,26,0.6667,,39
Cedar Waxwing,Bombycilla cedrorum,1995,0,0,,43
Cedar Waxwing,Bombycilla cedrorum,1996,0,0,,77.25
Cedar Waxwing,Bombycilla cedrorum,1997,58,0.7838,,74
Cedar Waxwing,Bombycilla cedrorum,1998,0,0,,52.75
Cedar Waxwing,Bombycilla cedrorum,1999,48,1.3241,,36.25
Cedar Waxwing,Bombycilla cedrorum,2000,155,4.3662,,35.5
Cedar Waxwing,Bombycilla cedrorum,2002,0,0,,44.3
Cedar Waxwing,Bombycilla cedrorum,2003,0,0,,45.25
Cedar Waxwing,Bombycilla cedrorum,2004,0,0,,31.25
Cedar Waxwing,Bombycilla cedrorum,2005,0,0,,25.5
Cedar Waxwing,Bombycilla cedrorum,2006,0,0,,72.75
Cedar Waxwing,Bombycilla cedrorum,2007,15,0.3209,,46.75
Cedar Waxwing,Bombycilla cedrorum,2008,0,0,,27
Cedar Waxwing,Bombycilla cedrorum,2009,0,0,,42.75
Cedar Waxwing,Bombycilla cedrorum,2010,3,0.0553,,54.25
Cedar Waxwing,Bombycilla cedrorum,2011,0,0,,49.6
Cedar Waxwing,Bombycilla cedrorum,2012,0,0,,54
Cedar Waxwing,Bombycilla cedrorum,2013,0,0,,46.1
Cedar Waxwing,Bombycilla cedrorum,2014,0,0,,60.25
Cedar Waxwing,Bombycilla cedrorum,2015,0,0,,63.5
Cedar Waxwing,Bombycilla cedrorum,2016,20,0.4255,,47
Cedar Waxwing,Bombycilla cedrorum,2017,18,0.4446,,40.49
Cedar Waxwing,Bombycilla cedrorum,2018,0,0,,38.4
Cedar Waxwing,Bombycilla cedrorum,2019,20,0.6293,,31.78
Cedar Waxwing,Bombycilla cedrorum,2020,0,0,,69.35
Chipping Sparrow,Spizella passerina,1933,0,0,,0
Chipping Sparrow,Spizella passerina,1934,0,0,,0
Chipping Sparrow,Spizella passerina,1935,0,0,,0
Chipping Sparrow,Spizella passerina,1936,1,0,,0
Chipping Sparrow,Spizella passerina,1937,0,0,,0
Chipping Sparrow,Spizella passerina,1938,0,0,,25.5
Chipping Sparrow,Spizella passerina,1940,1,0,,0
Chipping Sparrow,Spizella passerina,1941,0,0,,26
Chipping Sparrow,Spizella passerina,1943,0,0,,35
Chipping Sparrow,Spizella passerina,1945,0,0,,32
Chipping Sparrow,Spizella passerina,1946,0,0,,32
Chipping Sparrow,Spizella passerina,1949,0,0,,0
Chipping Sparrow,Spizella passerina,1950,0,0,,19
Chipping Sparrow,Spizella passerina,1951,0,0,,9
Chipping Sparrow,Spizella passerina,1954,0,0,,51
Chipping Sparrow,Spizella passerina,1955,0,0,,55
Chipping Sparrow,Spizella passerina,1957,0,0,,42
Chipping Sparrow,Spizella passerina,1958,0,0,,59
Chipping Sparrow,Spizella passerina,1959,0,0,,54
Chipping Sparrow,Spizella passerina,1960,0,0,,54
Chipping Sparrow,Spizella passerina,1961,0,0,,48
Chipping Sparrow,Spizella passerina,1962,0,0,,70
Chipping Sparrow,Spizella passerina,1963,0,0,,56
Chipping Sparrow,Spizella passerina,1964,0,0,,70
Chipping Sparrow,Spizella passerina,1965,0,0,,70
Chipping Sparrow,Spizella passerina,1966,0,0,,59
Chipping Sparrow,Spizella passerina,1967,0,0,,76
Chipping Sparrow,Spizella passerina,1968,0,0,,42
Chipping Sparrow,Spizella passerina,1969,0,0,,60
Chipping Sparrow,Spizella passerina,1970,0,0,,40
Chipping Sparrow,Spizella passerina,1971,0,0,,59
Chipping Sparrow,Spizella passerina,1972,1,0.0115,,87
Chipping Sparrow,Spizella passerina,1973,0,0,,68
Chipping Sparrow,Spizella passerina,1974,0,0,,81
Chipping Sparrow,Spizella passerina,1975,0,0,,59
Chipping Sparrow,Spizella passerina,1976,0,0,,128.5
Chipping Sparrow,Spizella passerina,1977,0,0,,123
Chipping Sparrow,Spizella passerina,1978,0,0,,122
Chipping Sparrow,Spizella passerina,1979,1,0.0083,,121
Chipping Sparrow,Spizella passerina,1980,0,0,,117
Chipping Sparrow,Spizella passerina,1981,0,0,,136.5
Chipping Sparrow,Spizella passerina,1982,0,0,,93
Chipping Sparrow,Spizella passerina,1983,1,0.01,,100
Chipping Sparrow,Spizella passerina,1984,2,0.0333,,60
Chipping Sparrow,Spizella passerina,1985,0,0,,52
Chipping Sparrow,Spizella passerina,1986,0,0,,69
Chipping Sparrow,Spizella passerina,1987,0,0,,51
Chipping Sparrow,Spizella passerina,1988,0,0,,58
Chipping Sparrow,Spizella passerina,1989,0,0,,28
Chipping Sparrow,Spizella passerina,1990,0,0,,54.5
Chipping Sparrow,Spizella passerina,1991,0,0,,62
Chipping Sparrow,Spizella passerina,1992,0,0,,60
Chipping Sparrow,Spizella passerina,1993,0,0,,54
Chipping Sparrow,Spizella passerina,1994,0,0,,39
Chipping Sparrow,Spizella passerina,1995,0,0,,43
Chipping Sparrow,Spizella passerina,1996,0,0,,77.25
Chipping Sparrow,Spizella passerina,1997,0,0,,74
Chipping Sparrow,Spizella passerina,1998,0,0,,52.75
Chipping Sparrow,Spizella passerina,1999,0,0,,36.25
Chipping Sparrow,Spizella passerina,2000,0,0,,35.5
Chipping Sparrow,Spizella passerina,2002,0,0,,44.3
Chipping Sparrow,Spizella passerina,2003,1,0.0221,,45.25
Chipping Sparrow,Spizella passerina,2004,0,0,,31.25
Chipping Sparrow,Spizella passerina,2005,0,0,,25.5
Chipping Sparrow,Spizella passerina,2006,3,0.0412,"US,HC,",72.75
Chipping Sparrow,Spizella passerina,2007,4,0.0856,,46.75
Chipping Sparrow,Spizella passerina,2008,0,0,,27
Chipping Sparrow,Spizella passerina,2009,0,0,,42.75
Chipping Sparrow,Spizella passerina,2010,1,0.0184,,54.25
Chipping Sparrow,Spizella passerina,2011,0,0,,49.6
Chipping Sparrow,Spizella passerina,2012,1,0.0185,,54
Chipping Sparrow,Spizella passerina,2013,0,0,,46.1
Chipping Sparrow,Spizella passerina,2014,0,0,,60.25
Chipping Sparrow,Spizella passerina,2015,0,0,,63.5
Chipping Sparrow,Spizella passerina,2016,0,0,,47
Chipping Sparrow,Spizella passerina,2017,0,0,,40.49
Chipping Sparrow,Spizella passerina,2018,0,0,,38.4
Chipping Sparrow,Spizella passerina,2019,0,0,,31.78
Chipping Sparrow,Spizella passerina,2020,0,0,,69.35
Common Eider,Somateria mollissima,1933,0,0,,0
Common Eider,Somateria mollissima,1934,1000,0,,0
Common Eider,Somateria mollissima,1935,0,0,,0
Common Eider,Somateria mollissima,1936,800,0,,0
Common Eider,Somateria mollissima,1937,404,0,,0
